,Price
1,0.04049136135473752
2,0.03891541624967232
3,0.0
4,-0.03891541624967232
5,0.0
6,0.03891541624967232
7,0.0
8,-0.03891541624967232
9,0.0
10,-0.04049136135473752
11,0.0
12,0.0
13,0.09079209982953529
14,0.01869213301215389
15,0.05406722127027486
16,0.1466034741918758
17,0.15415067982725894
18,0.1560042484765809
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,-0.04546237407675768
25,-0.04762804898925488
26,0.0
27,-0.158224005214894
28,-0.15415067982725894
29,-0.105360515657825
30,0.036367644170875124
31,-0.07410797215372256
32,0.0
33,0.0
34,-0.05942342047080018
35,0.04000533461369926
36,-0.019802627296179764
37,0.09531017980432388
38,-0.03704127168034965
39,0.0
40,0.0
41,0.07275935428242875
42,-0.03571808260207909
43,0.0
44,0.0
45,-0.07550755250814412
46,0.0
47,0.0
48,0.0
49,0.03846628082779446
50,-0.03846628082779446
51,0.03846628082779446
52,-0.03846628082779446
53,-0.04000533461369926
54,0.0
55,0.0
56,0.04000533461369926
57,0.0
58,0.0
59,-0.04000533461369926
60,0.0
61,0.0
62,0.0
63,-0.041672696400569365
64,0.0
65,0.0
66,0.0
67,-0.04348511193973792
68,0.0
69,0.04348511193973792
70,-0.04348511193973792
71,0.04348511193973792
72,-0.04348511193973792
73,0.0
74,0.0
75,0.0
76,0.0
77,0.08515780834030728
78,0.0
79,0.0
80,-0.041672696400569365
81,0.0
82,0.0
83,0.0
84,0.0
85,0.0
86,0.041672696400569365
87,0.04000533461369926
88,0.0
89,0.0
90,0.14571181118139265
91,0.0
92,0.11211729812070637
93,0.0
94,0.058840500022933284
95,-0.028987536873252395
96,0.0
97,0.05715841383994835
98,-0.028170876966695957
99,-0.028987536873252395
100,0.05715841383994835
101,-0.05715841383994835
102,-0.02985296314968089
103,0.0
104,0.02985296314968089
105,0.0
106,-0.09237332013101529
107,0.0625203569813344
108,0.0
109,0.02985296314968089
110,0.0
111,-0.02985296314968089
112,0.0
113,-0.030771658666754576
114,-0.031748698314579826
115,0.0625203569813344
116,0.015037877364539654
117,0.0
118,0.04380262265839363
119,0.0
120,-0.028987536873252395
121,-0.02985296314968089
122,0.02985296314968089
123,0.0
124,0.0
125,-0.02985296314968089
126,-0.030771658666754576
127,-0.031748698314579826
128,-0.0840831172105414
129,0.0
130,0.03448617607116944
131,0.0
132,0.049596941139371964
133,0.016000341346440905
134,0.0
135,0.031252543504104224
136,0.0
137,0.0
138,0.0
139,0.15634607039069515
140,0.0
141,-0.05406722127027663
142,0.0
143,-0.028170876966695957
144,0.0
145,0.0
